fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,free sulfur dioxide (norm),total sulfur dioxide,total sulfur dioxide (norm),pH,sulphates,alcohol,quality
6.60,0.71,0.07,1.60,0.08,6.00,-0.99,15.00,-0.36,3.44,0.58,10.70,5.00
13.80,0.49,0.67,3.00,0.09,6.00,-0.99,15.00,-0.36,3.02,0.93,12.00,6.00
12.50,0.46,0.63,2.00,0.07,6.00,-0.99,15.00,-0.36,2.99,0.87,10.20,5.00
11.50,0.54,0.71,4.40,0.12,6.00,-0.99,15.00,-0.36,3.01,0.83,11.80,7.00
10.50,0.51,0.64,2.40,0.11,6.00,-0.99,15.00,-0.36,3.09,0.66,11.80,7.00
10.50,0.51,0.64,2.40,0.11,6.00,-0.99,15.00,-0.36,3.09,0.66,11.80,7.00
14.30,0.31,0.74,1.80,0.08,6.00,-0.99,15.00,-0.36,2.86,0.79,8.40,6.00
11.30,0.34,0.45,2.00,0.08,6.00,-0.99,15.00,-0.36,2.94,0.66,9.20,6.00
11.30,0.34,0.45,2.00,0.08,6.00,-0.99,15.00,-0.36,2.94,0.66,9.20,6.00
8.00,0.38,0.44,1.90,0.10,6.00,-0.99,15.00,-0.36,3.30,0.64,11.40,6.00
8.50,0.28,0.35,1.70,0.06,6.00,-0.99,15.00,-0.36,3.30,0.74,11.80,7.00
6.60,0.50,0.04,2.10,0.07,6.00,-0.99,14.00,-0.38,3.39,0.64,9.40,6.00
10.30,0.41,0.42,2.40,0.21,6.00,-0.99,14.00,-0.38,3.19,0.62,9.50,6.00
11.60,0.53,0.66,3.65,0.12,6.00,-0.99,14.00,-0.38,3.05,0.74,11.50,7.00
10.90,0.39,0.47,1.80,0.12,6.00,-0.99,14.00,-0.38,3.30,0.75,9.80,6.00
10.90,0.39,0.47,1.80,0.12,6.00,-0.99,14.00,-0.38,3.30,0.75,9.80,6.00
9.90,0.50,0.24,2.30,0.10,6.00,-0.99,14.00,-0.38,3.34,0.52,10.00,4.00
7.70,0.84,0.00,2.60,0.08,6.00,-0.99,14.00,-0.38,3.30,0.52,9.30,5.00
8.30,0.53,0.00,1.40,0.07,6.00,-0.99,14.00,-0.38,3.25,0.64,10.00,6.00
10.00,0.41,0.45,6.20,0.07,6.00,-0.99,14.00,-0.38,3.21,0.49,11.80,7.00
7.10,0.72,0.00,1.80,0.12,6.00,-0.99,14.00,-0.38,3.45,0.58,9.80,5.00
6.20,0.44,0.39,2.50,0.08,6.00,-0.99,14.00,-0.38,3.51,0.69,11.00,6.00
6.80,0.81,0.05,2.00,0.07,6.00,-0.99,14.00,-0.38,3.51,0.66,10.80,6.00
11.20,0.67,0.55,2.30,0.08,6.00,-0.99,13.00,-0.40,3.17,0.71,9.50,6.00
10.10,0.38,0.50,2.40,0.10,6.00,-0.99,13.00,-0.40,3.22,0.65,11.60,7.00
10.40,0.52,0.45,2.00,0.08,6.00,-0.99,13.00,-0.40,3.22,0.76,11.40,6.00
10.40,0.52,0.45,2.00,0.08,6.00,-0.99,13.00,-0.40,3.22,0.76,11.40,6.00
7.90,0.66,0.00,1.40,0.10,6.00,-0.99,13.00,-0.40,3.43,0.58,9.50,5.00
6.20,0.79,0.00,2.10,0.06,6.00,-0.99,13.00,-0.40,3.59,0.61,10.00,4.00
5.60,0.62,0.03,1.50,0.08,6.00,-0.99,13.00,-0.40,3.66,0.62,10.10,4.00
8.30,0.28,0.48,2.10,0.09,6.00,-0.99,12.00,-0.42,3.26,0.62,12.40,7.00
8.30,0.28,0.48,2.10,0.09,6.00,-0.99,12.00,-0.42,3.26,0.62,12.40,7.00
8.50,0.34,0.44,1.70,0.08,6.00,-0.99,12.00,-0.42,3.52,0.63,10.70,5.00
7.50,0.43,0.30,2.20,0.06,6.00,-0.99,12.00,-0.42,3.44,0.72,11.50,7.00
6.90,0.45,0.11,2.40,0.04,6.00,-0.99,12.00,-0.42,3.30,0.65,11.40,6.00
6.60,0.80,0.03,7.80,0.08,6.00,-0.99,12.00,-0.42,3.52,0.50,12.20,5.00
6.50,0.89,0.00,2.30,0.17,6.00,-0.99,12.00,-0.42,3.56,0.51,10.80,5.00
6.40,0.89,0.00,2.30,0.17,6.00,-0.99,12.00,-0.42,3.56,0.51,10.80,5.00
8.60,0.42,0.39,1.80,0.07,6.00,-0.99,12.00,-0.42,3.35,0.69,11.70,8.00
7.60,0.74,0.00,1.90,0.10,6.00,-0.99,12.00,-0.42,3.36,0.59,11.00,5.00
7.50,0.76,0.00,1.90,0.08,6.00,-0.99,12.00,-0.42,3.34,0.49,9.70,4.00
8.10,0.33,0.44,1.50,0.04,6.00,-0.99,12.00,-0.42,3.35,0.61,10.70,5.00
6.70,0.76,0.02,1.80,0.08,6.00,-0.99,12.00,-0.42,3.55,0.63,9.95,3.00
8.30,1.02,0.02,3.40,0.08,6.00,-0.99,11.00,-0.45,3.48,0.49,11.00,3.00
7.60,0.43,0.40,2.70,0.08,6.00,-0.99,11.00,-0.45,3.44,0.54,12.20,6.00
10.00,0.35,0.47,2.00,0.06,6.00,-0.99,11.00,-0.45,3.23,0.52,12.00,6.00
7.10,0.66,0.00,2.40,0.05,6.00,-0.99,11.00,-0.45,3.35,0.66,12.70,7.00
11.80,0.26,0.52,1.80,0.07,6.00,-0.99,10.00,-0.47,3.20,0.72,10.20,7.00
9.10,0.21,0.37,1.60,0.07,6.00,-0.99,10.00,-0.47,3.23,0.58,11.10,7.00
10.40,0.38,0.46,2.10,0.10,6.00,-0.99,10.00,-0.47,3.12,0.65,11.80,7.00
8.20,0.31,0.40,2.20,0.06,6.00,-0.99,10.00,-0.47,3.31,0.68,11.20,7.00
9.00,0.38,0.41,2.40,0.10,6.00,-0.99,10.00,-0.47,3.13,0.58,11.90,7.00
10.40,0.26,0.48,1.90,0.07,6.00,-0.99,10.00,-0.47,3.33,0.87,10.90,6.00
10.40,0.26,0.48,1.90,0.07,6.00,-0.99,10.00,-0.47,3.33,0.87,10.90,6.00
6.10,0.56,0.00,2.20,0.08,6.00,-0.99,9.00,-0.49,3.59,0.54,11.50,6.00
10.20,0.33,0.46,1.90,0.08,6.00,-0.99,9.00,-0.49,3.10,0.48,10.40,6.00
6.90,0.77,0.18,2.40,0.24,5.50,-1.05,48.00,0.37,3.40,0.60,10.30,6.00
8.20,0.64,0.27,2.00,0.10,5.00,-1.10,77.00,1.01,3.13,0.62,9.10,6.00
8.20,0.64,0.27,2.00,0.10,5.00,-1.10,77.00,1.01,3.13,0.62,9.10,6.00
8.90,0.64,0.37,1.70,0.26,5.00,-1.10,62.00,0.68,3.00,1.09,9.30,5.00
12.90,0.35,0.49,5.80,0.07,5.00,-1.10,35.00,0.09,3.20,0.66,12.00,7.00
9.30,0.66,0.26,2.00,0.10,5.00,-1.10,35.00,0.09,3.25,0.42,9.60,5.00
9.30,0.66,0.26,2.00,0.10,5.00,-1.10,35.00,0.09,3.25,0.42,9.60,5.00
8.00,0.64,0.22,2.40,0.09,5.00,-1.10,33.00,0.04,3.37,0.58,11.00,5.00
6.10,0.32,0.25,1.80,0.09,5.00,-1.10,32.00,0.02,3.36,0.44,10.10,5.00
7.20,0.65,0.02,2.30,0.09,5.00,-1.10,31.00,0.00,3.67,0.80,9.70,5.00
8.50,0.59,0.18,2.10,0.08,5.00,-1.10,30.00,-0.03,3.20,0.48,9.80,6.00
9.60,0.68,0.24,2.20,0.09,5.00,-1.10,28.00,-0.07,3.14,0.60,10.20,5.00
9.60,0.68,0.24,2.20,0.09,5.00,-1.10,28.00,-0.07,3.14,0.60,10.20,5.00
12.50,0.56,0.49,2.40,0.06,5.00,-1.10,27.00,-0.09,3.08,0.87,10.90,5.00
10.80,0.50,0.46,2.50,0.07,5.00,-1.10,27.00,-0.09,3.05,0.64,9.50,5.00
5.30,0.57,0.01,1.70,0.05,5.00,-1.10,27.00,-0.09,3.57,0.84,12.50,7.00
10.40,0.33,0.63,2.80,0.08,5.00,-1.10,22.00,-0.20,3.26,0.74,11.20,7.00
8.90,0.59,0.39,2.30,0.10,5.00,-1.10,22.00,-0.20,3.37,0.58,10.30,5.00
10.40,0.33,0.63,2.80,0.08,5.00,-1.10,22.00,-0.20,3.26,0.74,11.20,7.00
11.10,0.35,0.48,3.10,0.09,5.00,-1.10,21.00,-0.22,3.17,0.53,10.50,5.00
7.40,0.67,0.12,1.60,0.19,5.00,-1.10,21.00,-0.22,3.39,0.54,9.50,5.00
9.30,0.72,0.24,2.10,0.07,5.00,-1.10,20.00,-0.25,3.12,0.59,9.90,5.00
9.80,0.50,0.49,2.60,0.25,5.00,-1.10,20.00,-0.25,3.31,0.79,10.70,6.00
7.20,0.52,0.07,1.40,0.07,5.00,-1.10,20.00,-0.25,3.32,0.81,9.60,6.00
7.20,0.52,0.07,1.40,0.07,5.00,-1.10,20.00,-0.25,3.32,0.81,9.60,6.00
9.70,0.53,0.60,2.00,0.04,5.00,-1.10,19.00,-0.27,3.30,0.86,12.40,6.00
12.70,0.60,0.49,2.80,0.08,5.00,-1.10,19.00,-0.27,3.14,0.57,11.40,5.00
12.70,0.60,0.49,2.80,0.08,5.00,-1.10,19.00,-0.27,3.14,0.57,11.40,5.00
10.40,0.28,0.54,2.70,0.11,5.00,-1.10,19.00,-0.27,3.25,0.63,9.50,5.00
11.80,0.38,0.55,2.10,0.07,5.00,-1.10,19.00,-0.27,3.11,0.62,10.80,6.00
8.80,0.96,0.05,1.80,0.08,5.00,-1.10,19.00,-0.27,3.30,0.44,9.60,4.00
7.80,0.65,0.00,5.50,0.09,5.00,-1.10,18.00,-0.29,3.40,0.55,9.60,6.00
10.60,0.42,0.48,2.70,0.07,5.00,-1.10,18.00,-0.29,3.21,0.87,11.30,6.00
11.90,0.58,0.58,1.90,0.07,5.00,-1.10,18.00,-0.29,3.09,0.63,10.00,6.00
8.60,0.52,0.38,1.50,0.10,5.00,-1.10,18.00,-0.29,3.20,0.52,9.40,5.00
8.60,0.52,0.38,1.50,0.10,5.00,-1.10,18.00,-0.29,3.20,0.52,9.40,5.00
11.20,0.50,0.74,5.15,0.10,5.00,-1.10,17.00,-0.31,3.22,0.62,11.20,5.00
9.50,0.46,0.49,6.30,0.06,5.00,-1.10,17.00,-0.31,3.21,0.73,11.00,6.00
8.10,0.38,0.48,1.80,0.16,5.00,-1.10,17.00,-0.31,3.30,1.05,9.40,5.00
10.10,0.37,0.34,2.40,0.09,5.00,-1.10,17.00,-0.31,3.17,0.65,10.60,7.00
6.90,0.36,0.25,2.40,0.10,5.00,-1.10,16.00,-0.33,3.41,0.60,10.10,6.00
10.70,0.35,0.53,2.60,0.07,5.00,-1.10,16.00,-0.33,3.15,0.65,11.00,8.00
10.70,0.35,0.53,2.60,0.07,5.00,-1.10,16.00,-0.33,3.15,0.65,11.00,8.00
10.40,0.61,0.49,2.10,0.20,5.00,-1.10,16.00,-0.33,3.16,0.63,8.40,3.00
13.20,0.38,0.55,2.70,0.08,5.00,-1.10,16.00,-0.33,2.98,0.54,9.40,5.00
8.00,0.31,0.45,2.10,0.22,5.00,-1.10,16.00,-0.33,3.15,0.81,12.50,7.00
9.70,0.42,0.46,2.10,0.07,5.00,-1.10,16.00,-0.33,3.27,0.74,12.30,6.00
6.60,0.96,0.00,1.80,0.08,5.00,-1.10,16.00,-0.33,3.50,0.44,11.90,6.00
11.60,0.44,0.64,2.10,0.06,5.00,-1.10,15.00,-0.36,3.21,0.67,10.20,6.00
11.50,0.32,0.54,2.10,0.08,5.00,-1.10,15.00,-0.36,2.98,0.70,9.20,6.00
8.70,0.70,0.24,2.50,0.23,5.00,-1.10,15.00,-0.36,3.32,0.60,9.00,6.00
8.70,0.70,0.24,2.50,0.23,5.00,-1.10,15.00,-0.36,3.32,0.60,9.00,6.00
11.70,0.49,0.49,2.20,0.08,5.00,-1.10,15.00,-0.36,3.19,0.43,9.20,5.00
8.80,0.60,0.29,2.20,0.10,5.00,-1.10,15.00,-0.36,3.36,0.49,9.10,5.00
8.80,0.60,0.29,2.20,0.10,5.00,-1.10,15.00,-0.36,3.36,0.49,9.10,5.00
8.10,0.78,0.23,2.60,0.06,5.00,-1.10,15.00,-0.36,3.37,0.56,11.30,5.00
8.10,0.78,0.23,2.60,0.06,5.00,-1.10,15.00,-0.36,3.37,0.56,11.30,5.00
9.90,0.35,0.55,2.10,0.06,5.00,-1.10,14.00,-0.38,3.26,0.79,10.60,5.00
10.20,0.65,0.36,1.80,0.05,5.00,-1.10,14.00,-0.38,3.17,0.42,10.00,6.00
12.50,0.60,0.49,4.30,0.10,5.00,-1.10,14.00,-0.38,3.25,0.74,11.90,6.00
12.30,0.50,0.49,2.20,0.09,5.00,-1.10,14.00,-0.38,3.19,0.44,9.60,5.00
12.30,0.50,0.49,2.20,0.09,5.00,-1.10,14.00,-0.38,3.19,0.44,9.60,5.00
8.30,0.85,0.01,2.20,0.07,5.00,-1.10,14.00,-0.38,3.32,0.58,11.00,4.00
7.40,1.19,0.00,4.25,0.10,5.00,-1.10,14.00,-0.38,3.63,0.54,10.70,3.00
9.40,0.50,0.34,3.60,0.08,5.00,-1.10,14.00,-0.38,3.29,0.52,10.70,6.00
9.40,0.50,0.34,3.60,0.08,5.00,-1.10,14.00,-0.38,3.29,0.52,10.70,6.00
8.10,0.82,0.00,4.10,0.10,5.00,-1.10,14.00,-0.38,3.36,0.53,9.60,5.00
7.60,0.50,0.29,2.30,0.09,5.00,-1.10,14.00,-0.38,3.32,0.62,11.50,6.00
7.50,0.58,0.56,3.10,0.15,5.00,-1.10,14.00,-0.38,3.21,1.03,11.60,6.00
9.40,0.34,0.37,2.20,0.08,5.00,-1.10,13.00,-0.40,3.22,0.62,9.20,5.00
10.30,0.32,0.45,6.40,0.07,5.00,-1.10,13.00,-0.40,3.23,0.82,12.60,8.00
10.30,0.44,0.50,4.50,0.11,5.00,-1.10,13.00,-0.40,3.28,0.83,11.50,5.00
8.10,0.83,0.24,2.10,0.08,5.00,-1.10,13.00,-0.40,3.37,0.77,10.70,6.00
10.20,0.29,0.49,2.60,0.06,5.00,-1.10,13.00,-0.40,3.05,0.74,10.50,7.00
7.10,0.84,0.02,4.40,0.10,5.00,-1.10,13.00,-0.40,3.41,0.57,11.00,4.00
10.10,0.28,0.46,1.80,0.05,5.00,-1.10,13.00,-0.40,3.04,0.79,10.20,6.00
8.20,0.73,0.21,1.70,0.07,5.00,-1.10,13.00,-0.40,3.20,0.52,9.50,5.00
8.20,0.73,0.21,1.70,0.07,5.00,-1.10,13.00,-0.40,3.20,0.52,9.50,5.00
9.00,0.66,0.17,3.00,0.08,5.00,-1.10,13.00,-0.40,3.29,0.55,10.40,5.00
9.60,0.38,0.42,1.90,0.07,5.00,-1.10,13.00,-0.40,3.15,0.75,10.50,6.00
6.10,0.59,0.01,2.10,0.06,5.00,-1.10,13.00,-0.40,3.52,0.56,11.40,5.00
5.60,0.54,0.04,1.70,0.05,5.00,-1.10,13.00,-0.40,3.72,0.58,11.40,5.00
5.60,0.54,0.04,1.70,0.05,5.00,-1.10,13.00,-0.40,3.72,0.58,11.40,5.00
6.40,0.40,0.23,1.60,0.07,5.00,-1.10,12.00,-0.42,3.34,0.56,9.20,5.00
10.30,0.43,0.44,2.40,0.21,5.00,-1.10,12.00,-0.42,3.19,0.63,9.50,6.00
7.50,1.12,0.10,3.10,0.09,5.00,-1.10,12.00,-0.42,3.54,0.60,11.20,4.00
9.20,0.36,0.34,1.60,0.06,5.00,-1.10,12.00,-0.42,3.20,0.67,10.50,6.00
7.10,0.62,0.06,1.30,0.07,5.00,-1.10,12.00,-0.42,3.17,0.48,9.80,5.00
7.50,0.38,0.57,2.30,0.11,5.00,-1.10,12.00,-0.42,3.36,0.55,11.40,6.00
7.50,0.38,0.57,2.30,0.11,5.00,-1.10,12.00,-0.42,3.36,0.55,11.40,6.00
6.80,0.67,0.02,1.80,0.05,5.00,-1.10,11.00,-0.45,3.48,0.52,9.50,5.00
7.30,0.33,0.47,2.10,0.08,5.00,-1.10,11.00,-0.45,3.33,0.53,10.30,6.00
7.80,0.64,0.10,6.00,0.12,5.00,-1.10,11.00,-0.45,3.37,0.69,10.10,7.00
9.80,0.39,0.43,1.65,0.07,5.00,-1.10,11.00,-0.45,3.19,0.46,11.40,5.00
7.60,0.90,0.06,2.50,0.08,5.00,-1.10,10.00,-0.47,3.39,0.56,9.80,5.00
6.80,0.61,0.04,1.50,0.06,5.00,-1.10,10.00,-0.47,3.42,0.60,9.50,5.00
7.70,0.27,0.68,3.50,0.36,5.00,-1.10,10.00,-0.47,3.25,1.08,9.90,7.00
9.00,0.36,0.52,2.10,0.11,5.00,-1.10,10.00,-0.47,3.31,0.62,11.30,6.00
8.20,0.74,0.09,2.00,0.07,5.00,-1.10,10.00,-0.47,3.28,0.57,11.80,6.00
9.10,0.60,0.00,1.90,0.06,5.00,-1.10,10.00,-0.47,3.18,0.63,10.40,6.00
7.90,0.34,0.36,1.90,0.07,5.00,-1.10,10.00,-0.47,3.27,0.54,11.20,7.00
7.50,0.69,0.07,2.50,0.06,5.00,-1.10,9.00,-0.49,3.38,0.55,10.90,4.00
10.20,0.34,0.48,2.10,0.05,5.00,-1.10,9.00,-0.49,3.20,0.69,12.10,7.00
7.60,1.58,0.00,2.10,0.14,5.00,-1.10,9.00,-0.49,3.50,0.40,10.90,3.00
6.10,0.34,0.25,1.80,0.08,4.00,-1.21,28.00,-0.07,3.36,0.44,10.10,5.00
6.80,0.83,0.09,1.80,0.07,4.00,-1.21,25.00,-0.14,3.38,0.45,9.60,5.00
8.80,0.66,0.26,1.70,0.07,4.00,-1.21,23.00,-0.18,3.15,0.74,9.20,5.00
11.50,0.18,0.51,4.00,0.10,4.00,-1.21,23.00,-0.18,3.28,0.97,10.10,6.00
11.50,0.18,0.51,4.00,0.10,4.00,-1.21,23.00,-0.18,3.28,0.97,10.10,6.00
11.50,0.18,0.51,4.00,0.10,4.00,-1.21,23.00,-0.18,3.28,0.97,10.10,6.00
8.40,0.52,0.22,2.70,0.08,4.00,-1.21,18.00,-0.29,3.26,0.57,9.90,6.00
11.40,0.46,0.50,2.70,0.12,4.00,-1.21,17.00,-0.31,3.13,0.70,10.20,5.00
7.60,0.48,0.31,2.80,0.07,4.00,-1.21,15.00,-0.36,3.22,0.55,10.30,6.00
9.10,0.37,0.32,2.10,0.06,4.00,-1.21,15.00,-0.36,3.30,0.80,11.20,6.00
9.10,0.77,0.04,1.60,0.08,4.00,-1.21,14.00,-0.38,3.29,0.54,9.70,4.00
8.90,0.88,0.13,3.45,0.09,4.00,-1.21,14.00,-0.38,3.44,0.52,11.50,5.00
7.30,0.49,0.10,2.60,0.07,4.00,-1.21,14.00,-0.38,3.30,0.47,10.50,5.00
8.10,0.78,0.10,3.30,0.09,4.00,-1.21,13.00,-0.40,3.36,0.49,9.50,5.00
7.40,0.53,0.12,1.90,0.17,4.00,-1.21,12.00,-0.42,3.26,0.86,9.20,5.00
8.20,0.33,0.32,2.80,0.07,4.00,-1.21,12.00,-0.42,3.30,0.76,12.80,7.00
7.60,0.41,0.24,1.80,0.08,4.00,-1.21,11.00,-0.45,3.28,0.59,9.50,5.00
7.20,0.73,0.05,4.65,0.09,4.00,-1.21,11.00,-0.45,3.41,0.39,10.90,5.00
7.20,0.73,0.05,4.65,0.09,4.00,-1.21,11.00,-0.45,3.41,0.39,10.90,5.00
6.40,0.57,0.02,1.80,0.07,4.00,-1.21,11.00,-0.45,3.46,0.68,9.50,5.00
6.40,0.57,0.02,1.80,0.07,4.00,-1.21,11.00,-0.45,3.46,0.68,9.50,5.00
7.20,0.84,0.00,2.00,0.17,4.00,-1.21,11.00,-0.45,3.39,0.52,10.00,5.00
8.70,0.68,0.10,1.60,0.09,4.00,-1.21,11.00,-0.45,3.31,0.65,9.55,5.00
6.80,0.91,0.06,2.00,0.06,4.00,-1.21,11.00,-0.45,3.53,0.64,10.90,4.00
6.20,0.57,0.10,2.10,0.05,4.00,-1.21,11.00,-0.45,3.44,0.76,10.80,6.00
10.20,0.42,0.57,3.40,0.07,4.00,-1.21,10.00,-0.47,3.04,0.63,9.60,5.00
8.20,0.28,0.40,2.40,0.05,4.00,-1.21,10.00,-0.47,3.33,0.70,12.80,7.00
8.40,0.25,0.39,2.00,0.04,4.00,-1.21,10.00,-0.47,3.27,0.71,12.50,7.00
8.20,0.28,0.40,2.40,0.05,4.00,-1.21,10.00,-0.47,3.33,0.70,12.80,7.00
8.90,0.84,0.34,1.40,0.05,4.00,-1.21,10.00,-0.47,3.12,0.48,9.10,6.00
7.70,0.66,0.04,1.60,0.04,4.00,-1.21,9.00,-0.49,3.40,0.47,9.40,5.00
7.00,0.51,0.09,2.10,0.06,4.00,-1.21,9.00,-0.49,3.35,0.54,10.50,5.00
7.70,0.57,0.21,1.50,0.07,4.00,-1.21,9.00,-0.49,3.16,0.54,9.80,6.00
7.70,0.57,0.21,1.50,0.07,4.00,-1.21,9.00,-0.49,3.16,0.54,9.80,6.00
7.90,0.89,0.03,1.80,0.06,4.00,-1.21,8.00,-0.51,3.36,0.33,9.10,4.00
7.50,0.27,0.34,2.30,0.05,4.00,-1.21,8.00,-0.51,3.40,0.64,11.00,7.00
10.00,0.46,0.44,2.90,0.07,4.00,-1.21,8.00,-0.51,3.33,0.62,12.20,6.00
6.80,0.36,0.32,1.80,0.07,4.00,-1.21,8.00,-0.51,3.36,0.55,12.80,7.00
6.80,0.36,0.32,1.80,0.07,4.00,-1.21,8.00,-0.51,3.36,0.55,12.80,7.00
6.60,0.61,0.00,1.60,0.07,4.00,-1.21,8.00,-0.51,3.33,0.37,10.40,4.00
6.90,0.39,0.24,2.10,0.10,4.00,-1.21,7.00,-0.53,3.44,0.58,11.40,4.00
7.00,0.50,0.25,2.00,0.07,3.00,-1.32,22.00,-0.20,3.25,0.63,9.20,5.00
6.30,0.39,0.08,1.70,0.07,3.00,-1.32,20.00,-0.25,3.34,0.58,9.40,5.00
7.80,0.53,0.01,1.60,0.08,3.00,-1.32,19.00,-0.27,3.16,0.46,9.80,5.00
7.80,0.53,0.01,1.60,0.08,3.00,-1.32,19.00,-0.27,3.16,0.46,9.80,5.00
8.00,0.59,0.16,1.80,0.07,3.00,-1.32,16.00,-0.33,3.42,0.92,10.50,7.00
7.80,0.60,0.14,2.40,0.09,3.00,-1.32,15.00,-0.36,3.42,0.60,10.80,6.00
6.20,0.45,0.20,1.60,0.07,3.00,-1.32,15.00,-0.36,3.41,0.56,9.20,5.00
10.00,0.32,0.59,2.20,0.08,3.00,-1.32,15.00,-0.36,3.20,0.78,9.60,5.00
10.00,0.32,0.59,2.20,0.08,3.00,-1.32,15.00,-0.36,3.20,0.78,9.60,5.00
9.30,0.49,0.36,1.70,0.08,3.00,-1.32,14.00,-0.38,3.27,0.78,10.90,6.00
7.10,0.88,0.05,5.70,0.08,3.00,-1.32,14.00,-0.38,3.40,0.52,10.20,3.00
7.30,0.70,0.00,2.50,0.08,3.00,-1.32,13.00,-0.40,3.49,0.52,9.20,5.00
6.50,0.58,0.00,2.20,0.10,3.00,-1.32,13.00,-0.40,3.62,0.62,11.50,4.00
7.20,0.33,0.33,1.70,0.06,3.00,-1.32,13.00,-0.40,3.23,1.10,10.00,8.00
8.20,1.33,0.00,1.70,0.08,3.00,-1.32,12.00,-0.42,3.53,0.49,10.90,5.00
8.10,1.33,0.00,1.80,0.08,3.00,-1.32,12.00,-0.42,3.54,0.48,10.90,5.00
8.60,0.69,0.10,1.60,0.09,3.00,-1.32,12.00,-0.42,3.31,0.65,9.55,6.00
9.30,0.38,0.48,3.80,0.13,3.00,-1.32,11.00,-0.45,3.23,0.57,13.20,6.00
5.60,0.66,0.00,2.20,0.09,3.00,-1.32,11.00,-0.45,3.71,0.63,12.80,7.00
5.60,0.66,0.00,2.20,0.09,3.00,-1.32,11.00,-0.45,3.71,0.63,12.80,7.00
5.80,0.29,0.26,1.70,0.06,3.00,-1.32,11.00,-0.45,3.39,0.54,13.50,6.00
5.90,0.44,0.00,1.60,0.04,3.00,-1.32,11.00,-0.45,3.48,0.85,11.70,6.00
9.40,0.40,0.46,4.60,0.09,3.00,-1.32,10.00,-0.47,3.27,0.64,12.20,7.00
8.90,0.48,0.53,4.00,0.10,3.00,-1.32,10.00,-0.47,3.21,0.59,12.10,7.00
8.90,0.48,0.53,4.00,0.10,3.00,-1.32,10.00,-0.47,3.21,0.59,12.10,7.00
11.10,0.31,0.53,2.20,0.06,3.00,-1.32,10.00,-0.47,3.02,0.83,10.90,7.00
11.10,0.31,0.53,2.20,0.06,3.00,-1.32,10.00,-0.47,3.02,0.83,10.90,7.00
8.90,0.24,0.39,1.60,0.07,3.00,-1.32,10.00,-0.47,3.12,0.59,9.50,6.00
8.50,0.40,0.40,6.30,0.05,3.00,-1.32,10.00,-0.47,3.28,0.56,12.00,4.00
7.00,0.69,0.00,1.90,0.11,3.00,-1.32,10.00,-0.47,3.35,0.60,9.70,6.00
9.10,0.28,0.46,9.00,0.11,3.00,-1.32,9.00,-0.49,3.18,0.60,10.90,6.00
8.20,0.32,0.42,2.30,0.10,3.00,-1.32,9.00,-0.49,3.27,0.55,12.30,6.00
8.50,0.34,0.40,4.70,0.06,3.00,-1.32,9.00,-0.49,3.38,0.66,11.60,7.00
9.80,0.30,0.39,1.70,0.06,3.00,-1.32,9.00,-0.49,3.14,0.57,11.50,7.00
7.20,0.58,0.54,2.10,0.11,3.00,-1.32,9.00,-0.49,3.33,0.57,10.30,4.00
11.30,0.36,0.66,2.40,0.12,3.00,-1.32,8.00,-0.51,3.20,0.53,11.90,6.00
11.30,0.36,0.66,2.40,0.12,3.00,-1.32,8.00,-0.51,3.20,0.53,11.90,6.00
11.60,0.23,0.57,1.80,0.07,3.00,-1.32,8.00,-0.51,3.14,0.70,9.90,6.00
9.90,0.32,0.56,2.00,0.07,3.00,-1.32,8.00,-0.51,3.15,0.73,11.40,6.00
8.60,0.37,0.65,6.40,0.08,3.00,-1.32,8.00,-0.51,3.27,0.58,11.00,5.00
8.60,0.37,0.65,6.40,0.08,3.00,-1.32,8.00,-0.51,3.27,0.58,11.00,5.00
10.30,0.27,0.56,1.40,0.05,3.00,-1.32,8.00,-0.51,3.16,0.51,11.80,6.00
7.00,0.59,0.00,1.70,0.05,3.00,-1.32,8.00,-0.51,3.41,0.47,10.30,5.00
9.80,0.34,0.39,1.40,0.07,3.00,-1.32,7.00,-0.53,3.19,0.55,11.40,7.00
8.00,0.58,0.16,2.00,0.12,3.00,-1.32,7.00,-0.53,3.22,0.58,11.20,6.00
8.00,0.60,0.08,2.60,0.06,3.00,-1.32,7.00,-0.53,3.22,0.37,13.00,5.00
8.60,0.32,0.40,2.20,0.08,3.00,-1.32,6.00,-0.56,3.27,0.67,11.90,6.00
12.20,0.45,0.49,1.40,0.08,3.00,-1.32,6.00,-0.56,3.13,0.63,10.40,5.00
12.20,0.45,0.49,1.40,0.08,3.00,-1.32,6.00,-0.56,3.13,0.63,10.40,5.00
7.90,0.40,0.30,1.80,0.16,2.00,-1.43,45.00,0.31,3.31,0.91,9.50,6.00
7.90,0.40,0.29,1.80,0.16,1.00,-1.53,44.00,0.28,3.30,0.92,9.50,6.00
9.10,0.22,0.24,2.10,0.08,1.00,-1.53,28.00,-0.07,3.41,0.87,10.30,6.00
9.10,0.22,0.24,2.10,0.08,1.00,-1.53,28.00,-0.07,3.41,0.87,10.30,6.00
